mjd,date,flag,ut1_minus_utc_s,ut1_minus_utc_error_s
47199,1988-02-08,I,0.3117456,0.0000222
47200,1988-02-09,I,0.3097938,0.0000225
47201,1988-02-10,I,0.3079291,0.0000231
47202,1988-02-11,I,0.3062131,0.0000248
47203,1988-02-12,I,0.3046751,0.0000271
47204,1988-02-13,I,0.3032924,0.0000380
47205,1988-02-14,I,0.3019738,0.0000392
47206,1988-02-15,I,0.3005708,0.0000343
47207,1988-02-16,I,0.2989235,0.0000307
47208,1988-02-17,I,0.2969211,0.0000368
47209,1988-02-18,I,0.2945468,0.0000489
47210,1988-02-19,I,0.2918898,0.0000418
47211,1988-02-20,I,0.2891212,0.0000373
47212,1988-02-21,I,0.2864326,0.0000328
47213,1988-02-22,I,0.2839763,0.0000394
47214,1988-02-23,I,0.2818358,0.0000405
47215,1988-02-24,I,0.2800168,0.0000243
47216,1988-02-25,I,0.2784534,0.0000674
47217,1988-02-26,I,0.2770448,0.0000673
47218,1988-02-27,I,0.2756852,0.0001011
47219,1988-02-28,I,0.2742752,0.0001154
47220,1988-02-29,I,0.2727334,0.0001137
47221,1988-03-01,I,0.2710117,0.0000830
47222,1988-03-02,I,0.2690901,0.0000139
47223,1988-03-03,I,0.2669788,0.0000439
47224,1988-03-04,I,0.2647180,0.0000432
47225,1988-03-05,I,0.2623726,0.0000425
47226,1988-03-06,I,0.2600238,0.0000343
47227,1988-03-07,I,0.2577578,0.0000397
47228,1988-03-08,I,0.2556557,0.0000519
47229,1988-03-09,I,0.2537812,0.0000463
47230,1988-03-10,I,0.2521702,0.0000465
47231,1988-03-11,I,0.2508219,0.0000494
47232,1988-03-12,I,0.2496692,0.0000451
47233,1988-03-13,I,0.2485880,0.0000626
47234,1988-03-14,I,0.2474275,0.0000570
47235,1988-03-15,I,0.2460500,0.0000315
47236,1988-03-16,I,0.2443702,0.0000371
47237,1988-03-17,I,0.2423948,0.0000266
47238,1988-03-18,I,0.2402232,0.0000321
47239,1988-03-19,I,0.2380114,0.0000444
47240,1988-03-20,I,0.2359220,0.0000459
47241,1988-03-21,I,0.2340768,0.0000625
47242,1988-03-22,I,0.2325209,0.0000639
47243,1988-03-23,I,0.2312189,0.0000843
47244,1988-03-24,I,0.2300844,0.0000884
47245,1988-03-25,I,0.2290168,0.0000810
47246,1988-03-26,I,0.2279140,0.0000669
47247,1988-03-27,I,0.2266917,0.0000426
47248,1988-03-28,I,0.2252886,0.0000422
47249,1988-03-29,I,0.2236735,0.0000422
47250,1988-03-30,I,0.2218443,0.0000264
47251,1988-03-31,I,0.2198219,0.0000374
47252,1988-04-01,I,0.2176526,0.0000363
47253,1988-04-02,I,0.2154028,0.0000557
47254,1988-04-03,I,0.2131499,0.0000569
47255,1988-04-04,I,0.2109755,0.0000567
47256,1988-04-05,I,0.2089488,0.0000488
47257,1988-04-06,I,0.2071069,0.0000246
47258,1988-04-07,I,0.2054428,0.0000416
47259,1988-04-08,I,0.2039017,0.0000363
47260,1988-04-09,I,0.2023878,0.0000379
47261,1988-04-10,I,0.2007825,0.0000314
47262,1988-04-11,I,0.1989702,0.0000237
47263,1988-04-12,I,0.1968642,0.0000298
47264,1988-04-13,I,0.1944488,0.0000271
47265,1988-04-14,I,0.1917951,0.0000222
47266,1988-04-15,I,0.1890522,0.0000196
47267,1988-04-16,I,0.1864062,0.0000231
47268,1988-04-17,I,0.1840175,0.0000278
47269,1988-04-18,I,0.1819779,0.0000313
47270,1988-04-19,I,0.1802974,0.0000485
47271,1988-04-20,I,0.1789135,0.0000428
47272,1988-04-21,I,0.1777201,0.0000372
47273,1988-04-22,I,0.1766070,0.0000430
47274,1988-04-23,I,0.1754784,0.0000404
47275,1988-04-24,I,0.1742598,0.0000415
47276,1988-04-25,I,0.1728986,0.0000258
47277,1988-04-26,I,0.1713676,0.0000374
47278,1988-04-27,I,0.1696654,0.0000631
47279,1988-04-28,I,0.1678156,0.0000630
47280,1988-04-29,I,0.1658668,0.0000616
47281,1988-04-30,I,0.1638957,0.0000423
47282,1988-05-01,I,0.1619898,0.0000319
47283,1988-05-02,I,0.1602277,0.0000217
47284,1988-05-03,I,0.1586604,0.0000208
47285,1988-05-04,I,0.1572926,0.0000225
47286,1988-05-05,I,0.1560735,0.0000184
47287,1988-05-06,I,0.1549079,0.0000198
47288,1988-05-07,I,0.1536752,0.0000270
47289,1988-05-08,I,0.1522597,0.0000260
47290,1988-05-09,I,0.1505810,0.0000290
47291,1988-05-10,I,0.1486168,0.0000240
47292,1988-05-11,I,0.1464149,0.0000261
47293,1988-05-12,I,0.1440838,0.0000331
47294,1988-05-13,I,0.1417637,0.0000340
47295,1988-05-14,I,0.1395894,0.0000323
47296,1988-05-15,I,0.1376640,0.0000288
47297,1988-05-16,I,0.1360288,0.0000397
47298,1988-05-17,I,0.1346574,0.0000599
47299,1988-05-18,I,0.1334793,0.0000588
47300,1988-05-19,I,0.1324141,0.0000479
47301,1988-05-20,I,0.1313745,0.0000486
47302,1988-05-21,I,0.1302795,0.0000561
47303,1988-05-22,I,0.1290715,0.0000680
47304,1988-05-23,I,0.1277202,0.0000640
47305,1988-05-24,I,0.1262165,0.0000674
47306,1988-05-25,I,0.1245788,0.0000730
47307,1988-05-26,I,0.1228523,0.0000837
47308,1988-05-27,I,0.1210956,0.0000776
47309,1988-05-28,I,0.1193732,0.0000726
47310,1988-05-29,I,0.1177502,0.0000715
47311,1988-05-30,I,0.1162955,0.0000560
47312,1988-05-31,I,0.1150485,0.0000458
47313,1988-06-01,I,0.1139985,0.0000467
47314,1988-06-02,I,0.1130834,0.0000450
47315,1988-06-03,I,0.1122017,0.0000541
47316,1988-06-04,I,0.1112229,0.0000445
47317,1988-06-05,I,0.1100429,0.0000413
47318,1988-06-06,I,0.1086222,0.0000504
47319,1988-06-07,I,0.1069952,0.0000509
47320,1988-06-08,I,0.1052676,0.0000496
47321,1988-06-09,I,0.1035758,0.0000513
47322,1988-06-10,I,0.1020464,0.0000324
47323,1988-06-11,I,0.1007698,0.0000335
47324,1988-06-12,I,0.0997809,0.0000346
47325,1988-06-13,I,0.0990566,0.0000338
47326,1988-06-14,I,0.0985306,0.0000359
47327,1988-06-15,I,0.0981126,0.0000216
47328,1988-06-16,I,0.0977104,0.0000226
47329,1988-06-17,I,0.0972491,0.0000292
47330,1988-06-18,I,0.0966836,0.0000331
47331,1988-06-19,I,0.0960067,0.0000349
47332,1988-06-20,I,0.0952299,0.0000327
47333,1988-06-21,I,0.0943709,0.0000374
47334,1988-06-22,I,0.0934619,0.0000378
47335,1988-06-23,I,0.0925512,0.0000639
47336,1988-06-24,I,0.0917026,0.0000514
47337,1988-06-25,I,0.0909808,0.0000444
47338,1988-06-26,I,0.0904415,0.0000460
47339,1988-06-27,I,0.0901208,0.0000472
47340,1988-06-28,I,0.0900180,0.0000484
47341,1988-06-29,I,0.0900655,0.0000362
47342,1988-06-30,I,0.0901400,0.0000220
47343,1988-07-01,I,0.0900965,0.0000822
47344,1988-07-02,I,0.0898133,0.0000812
47345,1988-07-03,I,0.0892348,0.0000882
47346,1988-07-04,I,0.0883882,0.0000784
47347,1988-07-05,I,0.0873765,0.0000785
47348,1988-07-06,I,0.0863472,0.0000815
47349,1988-07-07,I,0.0854367,0.0000793
47350,1988-07-08,I,0.0847450,0.0000653
47351,1988-07-09,I,0.0843173,0.0000598
47352,1988-07-10,I,0.0841351,0.0000581
47353,1988-07-11,I,0.0841282,0.0000649
47354,1988-07-12,I,0.0842057,0.0000667
47355,1988-07-13,I,0.0842702,0.0000696
47356,1988-07-14,I,0.0842317,0.0000612
47357,1988-07-15,I,0.0840321,0.0000652
47358,1988-07-16,I,0.0836510,0.0000815
47359,1988-07-17,I,0.0830968,0.0000767
47360,1988-07-18,I,0.0824008,0.0000808
47361,1988-07-19,I,0.0816045,0.0000785
47362,1988-07-20,I,0.0807624,0.0000727
47363,1988-07-21,I,0.0799349,0.0000813
47364,1988-07-22,I,0.0791762,0.0000512
47365,1988-07-23,I,0.0785285,0.0000518
47366,1988-07-24,I,0.0780301,0.0000384
47367,1988-07-25,I,0.0776942,0.0000345
47368,1988-07-26,I,0.0774927,0.0000350
47369,1988-07-27,I,0.0773393,0.0000386
47370,1988-07-28,I,0.0770997,0.0000353
47371,1988-07-29,I,0.0766355,0.0000316
47372,1988-07-30,I,0.0758623,0.0000311
47373,1988-07-31,I,0.0747922,0.0000323
47374,1988-08-01,I,0.0735370,0.0000340
47375,1988-08-02,I,0.0722505,0.0000340
47376,1988-08-03,I,0.0710878,0.0000312
47377,1988-08-04,I,0.0701627,0.0000323
47378,1988-08-05,I,0.0695180,0.0000419
47379,1988-08-06,I,0.0691308,0.0000437
47380,1988-08-07,I,0.0689399,0.0000429
47381,1988-08-08,I,0.0688849,0.0000398
47382,1988-08-09,I,0.0688718,0.0000367
47383,1988-08-10,I,0.0688053,0.0000397
47384,1988-08-11,I,0.0686103,0.0000260
47385,1988-08-12,I,0.0682377,0.0000186
47386,1988-08-13,I,0.0676731,0.0000182
47387,1988-08-14,I,0.0669348,0.0000218
47388,1988-08-15,I,0.0660663,0.0000306
47389,1988-08-16,I,0.0651271,0.0000331
47390,1988-08-17,I,0.0641818,0.0000291
47391,1988-08-18,I,0.0632978,0.0000322
47392,1988-08-19,I,0.0625359,0.0000272
47393,1988-08-20,I,0.0619383,0.0000282
47394,1988-08-21,I,0.0615202,0.0000276
47395,1988-08-22,I,0.0612633,0.0000261
47396,1988-08-23,I,0.0611001,0.0000241
47397,1988-08-24,I,0.0609137,0.0000141
47398,1988-08-25,I,0.0605631,0.0000241
47399,1988-08-26,I,0.0599264,0.0000238
47400,1988-08-27,I,0.0589488,0.0000335
47401,1988-08-28,I,0.0576714,0.0000418
47402,1988-08-29,I,0.0562298,0.0000435
47403,1988-08-30,I,0.0548094,0.0000664
47404,1988-08-31,I,0.0535782,0.0000692
47405,1988-09-01,I,0.0526264,0.0000687
47406,1988-09-02,I,0.0519614,0.0000626
47407,1988-09-03,I,0.0515249,0.0000535
47408,1988-09-04,I,0.0512189,0.0000654
47409,1988-09-05,I,0.0509438,0.0000532
47410,1988-09-06,I,0.0506166,0.0000448
47411,1988-09-07,I,0.0501735,0.0000359
47412,1988-09-08,I,0.0495759,0.0000669
47413,1988-09-09,I,0.0488117,0.0000770
47414,1988-09-10,I,0.0478926,0.0000769
47415,1988-09-11,I,0.0468522,0.0000800
47416,1988-09-12,I,0.0457403,0.0000686
47417,1988-09-13,I,0.0446119,0.0000631
47418,1988-09-14,I,0.0435205,0.0000830
47419,1988-09-15,I,0.0425126,0.0000321
47420,1988-09-16,I,0.0416208,0.0000331
47421,1988-09-17,I,0.0408569,0.0000298
47422,1988-09-18,I,0.0402052,0.0000277
47423,1988-09-19,I,0.0396149,0.0000337
47424,1988-09-20,I,0.0389966,0.0000379
47425,1988-09-21,I,0.0382336,0.0000394
47426,1988-09-22,I,0.0372042,0.0000563
47427,1988-09-23,I,0.0358299,0.0000519
47428,1988-09-24,I,0.0341065,0.0000616
47429,1988-09-25,I,0.0321194,0.0000641
47430,1988-09-26,I,0.0300301,0.0000608
47431,1988-09-27,I,0.0280358,0.0000503
47432,1988-09-28,I,0.0262990,0.0000161
47433,1988-09-29,I,0.0248943,0.0000552
47434,1988-09-30,I,0.0237979,0.0000590
47435,1988-10-01,I,0.0229161,0.0000584
47436,1988-10-02,I,0.0221288,0.0000512
47437,1988-10-03,I,0.0213207,0.0000486
47438,1988-10-04,I,0.0203962,0.0000659
47439,1988-10-05,I,0.0192910,0.0000377
47440,1988-10-06,I,0.0179704,0.0000315
47441,1988-10-07,I,0.0164394,0.0000273
47442,1988-10-08,I,0.0147330,0.0000269
47443,1988-10-09,I,0.0129039,0.0000290
47444,1988-10-10,I,0.0110195,0.0000285
47445,1988-10-11,I,0.0091531,0.0000266
47446,1988-10-12,I,0.0073790,0.0000304
47447,1988-10-13,I,0.0057583,0.0000339
47448,1988-10-14,I,0.0043242,0.0000561
47449,1988-10-15,I,0.0030754,0.0000584
47450,1988-10-16,I,0.0019703,0.0000331
47451,1988-10-17,I,0.0009247,0.0000318
47452,1988-10-18,I,-0.0001748,0.0000332
47453,1988-10-19,I,-0.0014468,0.0000282
47454,1988-10-20,I,-0.0029904,0.0000327
47455,1988-10-21,I,-0.0048569,0.0000335
47456,1988-10-22,I,-0.0070096,0.0000327
47457,1988-10-23,I,-0.0093265,0.0000370
47458,1988-10-24,I,-0.0116338,0.0000348
47459,1988-10-25,I,-0.0137554,0.0000348
47460,1988-10-26,I,-0.0155717,0.0000283
47461,1988-10-27,I,-0.0170590,0.0000358
47462,1988-10-28,I,-0.0182804,0.0000359
47463,1988-10-29,I,-0.0193532,0.0000397
47464,1988-10-30,I,-0.0204058,0.0000387
47465,1988-10-31,I,-0.0215455,0.0000401
47466,1988-11-01,I,-0.0228432,0.0000361
47467,1988-11-02,I,-0.0243307,0.0000233
47468,1988-11-03,I,-0.0260098,0.0000245
47469,1988-11-04,I,-0.0278594,0.0000408
47470,1988-11-05,I,-0.0298382,0.0000432
47471,1988-11-06,I,-0.0318800,0.0000383
47472,1988-11-07,I,-0.0339009,0.0000363
47473,1988-11-08,I,-0.0358233,0.0000253
47474,1988-11-09,I,-0.0376000,0.0000249
47475,1988-11-10,I,-0.0392095,0.0000215
47476,1988-11-11,I,-0.0406457,0.0000168
47477,1988-11-12,I,-0.0419323,0.0000169
47478,1988-11-13,I,-0.0431459,0.0000162
47479,1988-11-14,I,-0.0443952,0.0000174
47480,1988-11-15,I,-0.0457959,0.0000374
47481,1988-11-16,I,-0.0474426,0.0000234
47482,1988-11-17,I,-0.0493834,0.0000229
47483,1988-11-18,I,-0.0516004,0.0000817
47484,1988-11-19,I,-0.0540051,0.0000813
47485,1988-11-20,I,-0.0564582,0.0000789
47486,1988-11-21,I,-0.0588033,0.0000661
47487,1988-11-22,I,-0.0609119,0.0000656
47488,1988-11-23,I,-0.0627171,0.0000944
47489,1988-11-24,I,-0.0642305,0.0000222
47490,1988-11-25,I,-0.0655306,0.0000225
47491,1988-11-26,I,-0.0667364,0.0000199
47492,1988-11-27,I,-0.0679649,0.0000339
47493,1988-11-28,I,-0.0693018,0.0000386
47494,1988-11-29,I,-0.0707922,0.0000389
47495,1988-11-30,I,-0.0724465,0.0000386
47496,1988-12-01,I,-0.0742503,0.0000384
47497,1988-12-02,I,-0.0761600,0.0000382
47498,1988-12-03,I,-0.0781131,0.0000321
47499,1988-12-04,I,-0.0800369,0.0000344
47500,1988-12-05,I,-0.0818602,0.0000333
47501,1988-12-06,I,-0.0835287,0.0000276
47502,1988-12-07,I,-0.0850071,0.0000316
47503,1988-12-08,I,-0.0862881,0.0000263
47504,1988-12-09,I,-0.0874021,0.0000346
47505,1988-12-10,I,-0.0884172,0.0000355
47506,1988-12-11,I,-0.0894141,0.0000335
47507,1988-12-12,I,-0.0904824,0.0000315
47508,1988-12-13,I,-0.0917216,0.0000319
47509,1988-12-14,I,-0.0931914,0.0000317
47510,1988-12-15,I,-0.0948885,0.0000303
47511,1988-12-16,I,-0.0967439,0.0000238
47512,1988-12-17,I,-0.0986328,0.0000199
47513,1988-12-18,I,-0.1004165,0.0000285
47514,1988-12-19,I,-0.1019779,0.0000243
47515,1988-12-20,I,-0.1032494,0.0000242
47516,1988-12-21,I,-0.1042362,0.0000174
47517,1988-12-22,I,-0.1050037,0.0000175
47518,1988-12-23,I,-0.1056551,0.0000210
47519,1988-12-24,I,-0.1063018,0.0000321
47520,1988-12-25,I,-0.1070381,0.0000322
47521,1988-12-26,I,-0.1079260,0.0000346
47522,1988-12-27,I,-0.1089889,0.0000404
47523,1988-12-28,I,-0.1102202,0.0000467
47524,1988-12-29,I,-0.1115932,0.0000578
47525,1988-12-30,I,-0.1130642,0.0000432
47526,1988-12-31,I,-0.1145681,0.0000356
47527,1989-01-01,I,-0.1160349,0.0000337
47528,1989-01-02,I,-0.1174047,0.0000405
47529,1989-01-03,I,-0.1186354,0.0000415
47530,1989-01-04,I,-0.1197061,0.0000277
47531,1989-01-05,I,-0.1206183,0.0000262
47532,1989-01-06,I,-0.1214101,0.0000288
47533,1989-01-07,I,-0.1221614,0.0000386
47534,1989-01-08,I,-0.1229796,0.0000377
47535,1989-01-09,I,-0.1239712,0.0000372
47536,1989-01-10,I,-0.1252219,0.0000316
47537,1989-01-11,I,-0.1267512,0.0000238
47538,1989-01-12,I,-0.1284973,0.0000202
47539,1989-01-13,I,-0.1303419,0.0000181
47540,1989-01-14,I,-0.1321460,0.0000180
47541,1989-01-15,I,-0.1337743,0.0000165
47542,1989-01-16,I,-0.1351474,0.0000147
47543,1989-01-17,I,-0.1362545,0.0000141
47544,1989-01-18,I,-0.1371424,0.0000178
47545,1989-01-19,I,-0.1378982,0.0000178
47546,1989-01-20,I,-0.1386342,0.0000183
47547,1989-01-21,I,-0.1394585,0.0000172
47548,1989-01-22,I,-0.1404543,0.0000230
47549,1989-01-23,I,-0.1416705,0.0000201
47550,1989-01-24,I,-0.1431174,0.0000193
47551,1989-01-25,I,-0.1447585,0.0000183
47552,1989-01-26,I,-0.1465270,0.0000190
47553,1989-01-27,I,-0.1483442,0.0000385
47554,1989-01-28,I,-0.1501307,0.0000364
47555,1989-01-29,I,-0.1518158,0.0000365
47556,1989-01-30,I,-0.1533522,0.0000327
47557,1989-01-31,I,-0.1547139,0.0000331
47558,1989-02-01,I,-0.1559020,0.0000452
47559,1989-02-02,I,-0.1569507,0.0000362
47560,1989-02-03,I,-0.1579319,0.0000396
47561,1989-02-04,I,-0.1589547,0.0000304
47562,1989-02-05,I,-0.1601504,0.0000266
47563,1989-02-06,I,-0.1616292,0.0000264
47564,1989-02-07,I,-0.1634401,0.0000263
47565,1989-02-08,I,-0.1655440,0.0000258
47566,1989-02-09,I,-0.1678139,0.0000244
47567,1989-02-10,I,-0.1700631,0.0000228
47568,1989-02-11,I,-0.1721158,0.0000329
47569,1989-02-12,I,-0.1738568,0.0000277
47570,1989-02-13,I,-0.1752522,0.0000284
47571,1989-02-14,I,-0.1763520,0.0000303
47572,1989-02-15,I,-0.1772543,0.0000266
47573,1989-02-16,I,-0.1780702,0.0000308
47574,1989-02-17,I,-0.1788996,0.0000466
47575,1989-02-18,I,-0.1798216,0.0000458
47576,1989-02-19,I,-0.1809010,0.0000417
47577,1989-02-20,I,-0.1821639,0.0000387
47578,1989-02-21,I,-0.1836029,0.0000405
47579,1989-02-22,I,-0.1851780,0.0000409
47580,1989-02-23,I,-0.1868181,0.0000349
47581,1989-02-24,I,-0.1884540,0.0000350
47582,1989-02-25,I,-0.1900241,0.0000277
47583,1989-02-26,I,-0.1914809,0.0000389
47584,1989-02-27,I,-0.1927958,0.0000399
47585,1989-02-28,I,-0.1939620,0.0000394
47586,1989-03-01,I,-0.1949995,0.0000320
47587,1989-03-02,I,-0.1959628,0.0000240
47588,1989-03-03,I,-0.1969440,0.0000264
47589,1989-03-04,I,-0.1980628,0.0000244
47590,1989-03-05,I,-0.1994421,0.0000261
47591,1989-03-06,I,-0.2011754,0.0000236
47592,1989-03-07,I,-0.2032762,0.0000248
47593,1989-03-08,I,-0.2056620,0.0000281
47594,1989-03-09,I,-0.2081766,0.0000340
47595,1989-03-10,I,-0.2106368,0.0000322
47596,1989-03-11,I,-0.2128720,0.0000451
47597,1989-03-12,I,-0.2147857,0.0000451
47598,1989-03-13,I,-0.2163757,0.0000741
47599,1989-03-14,I,-0.2177083,0.0000734
47600,1989-03-15,I,-0.2188855,0.0000743
47601,1989-03-16,I,-0.2200363,0.0000577
47602,1989-03-17,I,-0.2212672,0.0000497
47603,1989-03-18,I,-0.2226472,0.0000394
47604,1989-03-19,I,-0.2242124,0.0000377
47605,1989-03-20,I,-0.2259687,0.0000386
47606,1989-03-21,I,-0.2278751,0.0000336
47607,1989-03-22,I,-0.2298630,0.0000244
47608,1989-03-23,I,-0.2318548,0.0000258
47609,1989-03-24,I,-0.2337735,0.0000449
47610,1989-03-25,I,-0.2355568,0.0000402
47611,1989-03-26,I,-0.2371691,0.0000379
47612,1989-03-27,I,-0.2385998,0.0000357
47613,1989-03-28,I,-0.2398599,0.0000469
47614,1989-03-29,I,-0.2409806,0.0000441
47615,1989-03-30,I,-0.2420207,0.0000289
47616,1989-03-31,I,-0.2430805,0.0000373
47617,1989-04-01,I,-0.2442839,0.0000354
47618,1989-04-02,I,-0.2457404,0.0000383
47619,1989-04-03,I,-0.2475107,0.0000374
47620,1989-04-04,I,-0.2495702,0.0000376
47621,1989-04-05,I,-0.2517986,0.0000356
47622,1989-04-06,I,-0.2540165,0.0000153
47623,1989-04-07,I,-0.2560478,0.0000224
47624,1989-04-08,I,-0.2577798,0.0000230
47625,1989-04-09,I,-0.2591964,0.0000235
47626,1989-04-10,I,-0.2603694,0.0000136
47627,1989-04-11,I,-0.2614231,0.0000097
47628,1989-04-12,I,-0.2624876,0.0000098
47629,1989-04-13,I,-0.2636642,0.0000114
47630,1989-04-14,I,-0.2650128,0.0000211
47631,1989-04-15,I,-0.2665550,0.0000184
47632,1989-04-16,I,-0.2682829,0.0000165
47633,1989-04-17,I,-0.2701665,0.0000243
47634,1989-04-18,I,-0.2721616,0.0000273
47635,1989-04-19,I,-0.2742155,0.0000352
47636,1989-04-20,I,-0.2762725,0.0000284
47637,1989-04-21,I,-0.2782853,0.0000298
47638,1989-04-22,I,-0.2802210,0.0000375
47639,1989-04-23,I,-0.2820548,0.0000391
47640,1989-04-24,I,-0.2837691,0.0000393
47641,1989-04-25,I,-0.2853743,0.0000339
47642,1989-04-26,I,-0.2869129,0.0000217
47643,1989-04-27,I,-0.2884636,0.0000240
47644,1989-04-28,I,-0.2901180,0.0000239
47645,1989-04-29,I,-0.2919599,0.0000237
47646,1989-04-30,I,-0.2940507,0.0000207
47647,1989-05-01,I,-0.2963947,0.0000183
47648,1989-05-02,I,-0.2989186,0.0000247
47649,1989-05-03,I,-0.3014823,0.0000202
47650,1989-05-04,I,-0.3039179,0.0000202
47651,1989-05-05,I,-0.3060813,0.0000154
47652,1989-05-06,I,-0.3079029,0.0000173
47653,1989-05-07,I,-0.3094084,0.0000230
47654,1989-05-08,I,-0.3106996,0.0000229
47655,1989-05-09,I,-0.3119116,0.0000227
47656,1989-05-10,I,-0.3131666,0.0000177
47657,1989-05-11,I,-0.3145445,0.0000232
47658,1989-05-12,I,-0.3160782,0.0000273
47659,1989-05-13,I,-0.3177621,0.0000348
47660,1989-05-14,I,-0.3195647,0.0000374
47661,1989-05-15,I,-0.3214363,0.0000359
47662,1989-05-16,I,-0.3233196,0.0000337
47663,1989-05-17,I,-0.3251571,0.0000451
47664,1989-05-18,I,-0.3269014,0.0000471
47665,1989-05-19,I,-0.3285192,0.0000409
47666,1989-05-20,I,-0.3299942,0.0000337
47667,1989-05-21,I,-0.3313368,0.0000289
47668,1989-05-22,I,-0.3325832,0.0000281
47669,1989-05-23,I,-0.3337945,0.0000281
47670,1989-05-24,I,-0.3350515,0.0000134
47671,1989-05-25,I,-0.3364376,0.0000146
47672,1989-05-26,I,-0.3380276,0.0000158
47673,1989-05-27,I,-0.3398757,0.0000272
47674,1989-05-28,I,-0.3419885,0.0000323
47675,1989-05-29,I,-0.3443113,0.0000379
47676,1989-05-30,I,-0.3467271,0.0000299
47677,1989-05-31,I,-0.3490799,0.0000271
47678,1989-06-01,I,-0.3512164,0.0000369
47679,1989-06-02,I,-0.3530292,0.0000287
47680,1989-06-03,I,-0.3544885,0.0000535
47681,1989-06-04,I,-0.3556479,0.0000469
47682,1989-06-05,I,-0.3566198,0.0000467
47683,1989-06-06,I,-0.3575406,0.0000722
47684,1989-06-07,I,-0.3585321,0.0000709
47685,1989-06-08,I,-0.3596685,0.0000655
47686,1989-06-09,I,-0.3609657,0.0000462
47687,1989-06-10,I,-0.3624006,0.0000417
47688,1989-06-11,I,-0.3639254,0.0000479
47689,1989-06-12,I,-0.3654801,0.0000326
47690,1989-06-13,I,-0.3669911,0.0000345
47691,1989-06-14,I,-0.3683952,0.0000314
47692,1989-06-15,I,-0.3696435,0.0000155
47693,1989-06-16,I,-0.3707053,0.0000288
47694,1989-06-17,I,-0.3715743,0.0000284
47695,1989-06-18,I,-0.3722738,0.0000277
47696,1989-06-19,I,-0.3728655,0.0000247
47697,1989-06-20,I,-0.3734413,0.0000228
47698,1989-06-21,I,-0.3741075,0.0000318
47699,1989-06-22,I,-0.3749631,0.0000247
47700,1989-06-23,I,-0.3760711,0.0000388
47701,1989-06-24,I,-0.3774292,0.0000368
47702,1989-06-25,I,-0.3789744,0.0000332
47703,1989-06-26,I,-0.3805941,0.0000395
47704,1989-06-27,I,-0.3821463,0.0000451
47705,1989-06-28,I,-0.3834928,0.0000450
47706,1989-06-29,I,-0.3845465,0.0000232
47707,1989-06-30,I,-0.3852834,0.0000267
47708,1989-07-01,I,-0.3857487,0.0000268
47709,1989-07-02,I,-0.3860450,0.0000280
47710,1989-07-03,I,-0.3863009,0.0000253
47711,1989-07-04,I,-0.3866416,0.0000241
47712,1989-07-05,I,-0.3871546,0.0000309
47713,1989-07-06,I,-0.3878747,0.0000339
47714,1989-07-07,I,-0.3887914,0.0000244
47715,1989-07-08,I,-0.3898604,0.0000242
47716,1989-07-09,I,-0.3910151,0.0000244
47717,1989-07-10,I,-0.3921757,0.0000266
47718,1989-07-11,I,-0.3932722,0.0000291
47719,1989-07-12,I,-0.3942669,0.0000300
47720,1989-07-13,I,-0.3951416,0.0000342
47721,1989-07-14,I,-0.3959008,0.0000611
47722,1989-07-15,I,-0.3965763,0.0000594
47723,1989-07-16,I,-0.3972135,0.0000504
47724,1989-07-17,I,-0.3978628,0.0000511
47725,1989-07-18,I,-0.3985897,0.0000502
47726,1989-07-19,I,-0.3994865,0.0000460
47727,1989-07-20,I,-0.4006310,0.0000303
47728,1989-07-21,I,-0.4020545,0.0000525
47729,1989-07-22,I,-0.4037197,0.0000637
47730,1989-07-23,I,-0.4055208,0.0000825
47731,1989-07-24,I,-0.4072988,0.0000681
47732,1989-07-25,I,-0.4089021,0.0000651
47733,1989-07-26,I,-0.4102402,0.0000707
47734,1989-07-27,I,-0.4112808,0.0000611
47735,1989-07-28,I,-0.4120472,0.0000542
47736,1989-07-29,I,-0.4126264,0.0000494
47737,1989-07-30,I,-0.4131275,0.0000450
47738,1989-07-31,I,-0.4136584,0.0000480
47739,1989-08-01,I,-0.4143102,0.0000463
47740,1989-08-02,I,-0.4151292,0.0000459
47741,1989-08-03,I,-0.4161154,0.0000237
47742,1989-08-04,I,-0.4172334,0.0000416
47743,1989-08-05,I,-0.4184299,0.0000478
47744,1989-08-06,I,-0.4196426,0.0000485
47745,1989-08-07,I,-0.4208167,0.0000544
47746,1989-08-08,I,-0.4219023,0.0000515
47747,1989-08-09,I,-0.4228632,0.0000511
47748,1989-08-10,I,-0.4236929,0.0000446
47749,1989-08-11,I,-0.4244021,0.0000444
47750,1989-08-12,I,-0.4250144,0.0000449
47751,1989-08-13,I,-0.4255955,0.0000389
47752,1989-08-14,I,-0.4262419,0.0000259
47753,1989-08-15,I,-0.4270639,0.0000381
47754,1989-08-16,I,-0.4281600,0.0000351
47755,1989-08-17,I,-0.4295845,0.0000351
47756,1989-08-18,I,-0.4313258,0.0000343
47757,1989-08-19,I,-0.4332933,0.0000361
47758,1989-08-20,I,-0.4353218,0.0000539
47759,1989-08-21,I,-0.4372287,0.0000545
47760,1989-08-22,I,-0.4388712,0.0000345
47761,1989-08-23,I,-0.4401855,0.0000255
47762,1989-08-24,I,-0.4411928,0.0000201
47763,1989-08-25,I,-0.4419764,0.0000141
47764,1989-08-26,I,-0.4426466,0.0000144
47765,1989-08-27,I,-0.4433117,0.0000138
47766,1989-08-28,I,-0.4440718,0.0000133
