mjd,date,flag,ut1_minus_utc_s,ut1_minus_utc_error_s
52045,2001-05-16,I,-0.0145695,0.0000061
52046,2001-05-17,I,-0.0155375,0.0000061
52047,2001-05-18,I,-0.0166007,0.0000051
52048,2001-05-19,I,-0.0177270,0.0000061
52049,2001-05-20,I,-0.0188626,0.0000055
52050,2001-05-21,I,-0.0199416,0.0000049
52051,2001-05-22,I,-0.0209025,0.0000050
52052,2001-05-23,I,-0.0216782,0.0000048
52053,2001-05-24,I,-0.0222369,0.0000048
52054,2001-05-25,I,-0.0226032,0.0000042
52055,2001-05-26,I,-0.0228237,0.0000036
52056,2001-05-27,I,-0.0230030,0.0000056
52057,2001-05-28,I,-0.0232464,0.0000053
52058,2001-05-29,I,-0.0236177,0.0000065
52059,2001-05-30,I,-0.0241318,0.0000062
52060,2001-05-31,I,-0.0247483,0.0000062
52061,2001-06-01,I,-0.0253975,0.0000061
52062,2001-06-02,I,-0.0260175,0.0000075
52063,2001-06-03,I,-0.0265184,0.0000072
52064,2001-06-04,I,-0.0268285,0.0000062
52065,2001-06-05,I,-0.0269122,0.0000069
52066,2001-06-06,I,-0.0267590,0.0000070
52067,2001-06-07,I,-0.0264018,0.0000072
52068,2001-06-08,I,-0.0259287,0.0000058
52069,2001-06-09,I,-0.0254333,0.0000067
52070,2001-06-10,I,-0.0250007,0.0000076
52071,2001-06-11,I,-0.0246893,0.0000054
52072,2001-06-12,I,-0.0245243,0.0000063
52073,2001-06-13,I,-0.0244996,0.0000074
52074,2001-06-14,I,-0.0245855,0.0000074
52075,2001-06-15,I,-0.0247149,0.0000075
52076,2001-06-16,I,-0.0248844,0.0000093
52077,2001-06-17,I,-0.0250857,0.0000104
52078,2001-06-18,I,-0.0252770,0.0000111
52079,2001-06-19,I,-0.0254095,0.0000091
52080,2001-06-20,I,-0.0254321,0.0000094
52081,2001-06-21,I,-0.0253320,0.0000096
52082,2001-06-22,I,-0.0251783,0.0000086
52083,2001-06-23,I,-0.0250102,0.0000092
52084,2001-06-24,I,-0.0248971,0.0000078
52085,2001-06-25,I,-0.0249203,0.0000085
52086,2001-06-26,I,-0.0251571,0.0000080
52087,2001-06-27,I,-0.0256219,0.0000077
52088,2001-06-28,I,-0.0262345,0.0000072
52089,2001-06-29,I,-0.0268374,0.0000066
52090,2001-06-30,I,-0.0273305,0.0000078
52091,2001-07-01,I,-0.0276628,0.0000081
